iter	Logloss
17179	0.0178573557180	0.01727319826
181	0.01747172883
182	0.01690996862
183	0.016772129111184	0.016638537351185	0.016492995351186	0.016288813421187	0.01616139293188	0.01637384663
189	0.01568564204
190	0.01557073364
191	0.01537406806
192	0.01524940277
193	0.01516148963
194	0.01501907554
195	0.01487656541
196	0.01468087815
197	0.01453424223198	0.01474196366
1199	0.014163477112200	0.014016303152201	0.013875933252202	0.013766720972203	0.013650650652204	0.013491821372205	0.013349377962206	0.013214691442207	0.013095059712208	0.012968713592209	0.012897019221210	0.012756538021211	0.012623701921212	0.012555940021213	0.012444433221214	0.01232858692215	0.012191001121216	0.0121067182217	0.01226516768
218	0.01213281276
219	0.0120000337
220220	0.011590317221221	0.01146680222	222	0.01138041223	223	0.01130473224	0.01143556917
225	225	0.01107069226	226	0.01099746227	227	0.01090088228	228	0.01079963229	229	0.01074391230	230	0.01068576231	231	0.01058835232	232	0.01054292233	233	0.01047068234	234	0.01036561235	235	0.01030043236	236	0.01022645237	237	0.01016887238	238	0.01011026239	239	0.01003234952
240	0.009964868559
241	0.00989651
242	0.0098032849243243	0.0097037164244244	0.0096395852245245	0.0095824217246246	0.0094677760247247	0.009406045159
248	0.009354468123
249	0.0092886106250250	0.0092387025251251	0.009136630252252	0.0090744414253253	0.0089993833254254	0.0088949896255255	0.0088390777256256	0.008789637525257	0.0087192755525258	0.0086542042825259	0.0085975477826260	0.0085472950126261	0.0084950426626262	0.008448849812
263	0.0084141894426264	0.0083664815265265	0.008316326056
266	0.008256947505
267	0.0082004899268268	0.0081392133269269	0.0080947387270270	0.008054131918
271	0.00801264836
272	0.007968817527273	0.007916017012
274	0.007857407266
275	0.007828630016
276	0.007780619484
277	0.0077326489
278	0.007675968177
279	0.007634032856
280	0.007594269227
281	0.007531686263
282	0.007503631068
283	0.00743616031
284	0.007350888907
285	0.007282351003
286	0.007236901877
287	0.007188898569
288	0.00715303506
289	0.007112819243
290	0.007063702466
291	0.007012452671
292	0.00697312678
293	0.006941197815
294	0.006890899145
295	0.006844189078
296	0.006804296677
297	0.006754909182
298	0.006720414136
299	0.0066855638
300	0.00664935095
301	0.006614479364
302	0.006577815602
303	0.006545737465
304	0.006505627471
305	0.006465814968
306	0.006435816301
307	0.006408406239
308	0.00636769616
309	0.006333689426
310	0.006310670771
311	0.006286423899
312	0.006241896573
313	0.006217518805
314	0.006186233697
315	0.00616126562
316	0.00612596692
317	0.006091539023
318	0.006046839576
319	0.006023738898
320	0.005986131236
321	0.005962564346
322	0.005927360419
323	0.005901707685
324	0.005870850966
325	0.005847606642
326	0.005817581626
327	0.005783857934
328	0.005743528645
329	0.005728234157
330	0.005664960161
331	0.00564660278
332	0.005624693345
333	0.005602517867
334	0.005572205984
335	0.005553174996
336	0.005529279165
337	0.005510661691
338	0.005464979247
339	0.005454048541
340	0.005428819945
341	0.005401663177
342	0.005387875273
343	0.005361478809
344	0.005329013083
345	0.005297104943
346	0.005273399506
347	0.005246178564
348	0.00521218713
349	0.005193049895
350	0.005174143854
351	0.00513974698
352	0.005118331807
353	0.005102704128
354	0.005086204372
355	0.005062203569
356	0.005028969039
357	0.005004100834
358	0.004987029043
359	0.004957655959
360	0.004945675957
361	0.004921362362
362	0.00490528972
363	0.004860130011
364	0.00484271908
365	0.004820081639
366	0.004803093147
367	0.00477756196
368	0.004755254735
369	0.004739350389
370	0.00471591397
371	0.004696893607
372	0.004679010939
373	0.004666540499
374	0.004642138082
375	0.004629239679
376	0.004612674475
377	0.004595382541
378	0.004585115242
379	0.004571986496
380	0.004553891758
381	0.004518815753
382	0.004498341929
383	0.004479483062
384	0.004464673911
385	0.004444733448
386	0.004418173788
387	0.004404463233
388	0.00438673101
389	0.004369897638
390	0.004352292488
391	0.004336040925
392	0.004322254721
393	0.004305096659
394	0.00428945198
395	0.004273187668
396	0.004258722757
397	0.00423895909
398	0.00422243001
399	0.004203018658
400	0.004187548224
401	0.004171170015
402	0.004155148372
403	0.00414500092
404	0.004135327331
405	0.004116628684
406	0.004099287876
407	0.004090487638
408	0.004075780909
409	0.004060950934
410	0.004051122648
411	0.004032988387
412	0.004015837549
413	0.004006121885
414	0.003996158029
415	0.003984741136
416	0.003973556287
417	0.003956293252
418	0.003941886565
419	0.003927389356
420	0.003912715776
421	0.003887462956
422	0.003876392004
423	0.00386577494
424	0.003856455366
425	0.003839034235
426	0.00382417706
427	0.003807978197
428	0.003796442307
429	0.003775801463
430	0.003766117674
431	0.003756951946
432	0.003742586058
433	0.003725450944
434	0.003714675359
435	0.003707284808
436	0.003696184957
437	0.00368922152
438	0.003674666087
439	0.003662200323
440	0.00365135674
441	0.003640086468
442	0.003630894391
443	0.003621843409
444	0.003609893581
445	0.003593028335
446	0.003581717265
447	0.003569072156
448	0.003547085798
449	0.003535637031
450	0.003516033159
451	0.00350802765
452	0.003492642851
453	0.003466361347
454	0.003454033491
455	0.003445692453
456	0.00343541368
457	0.003421387783
458	0.003409895667
459	0.003400729302
460	0.003389206162
461	0.003376987529
462	0.003366101659
463	0.003354104657
464	0.003342304
465	0.003314635333
466	0.003304406283
467	0.00329719869
468	0.00328477075
469	0.003272150927
470	0.003261159448
471	0.003252652877
472	0.0032457738
473	0.00323686094
474	0.003225550932
475	0.003218353751
476	0.003201056717
477	0.003179309415
478	0.003172337903
479	0.003166527247
480	0.003160213617
481	0.003150356857
482	0.0031482	0.003483	0.00483	0.00320484	0.00484	0.00319485	0.00310438542
486	0.003095562233
487	0.003089307251
488	0.003078495117
489	0.003069190843
490	0.003059649425
491	0.003050620543
492	0.003036696218
493	0.003493	0.0031494	0.003494	0.0030495	0.003495	0.0030496	0.002496	0.0030497	0.002497	0.0030498	0.002498	0.0030499	0.002499	0.0030500	0.002500	0.0030501	0.002501	0.00502	0.0029502	0.00503	0.00292503	0.00504	0.00291504	0.00505	0.002905556225
506	0.00289506	0.00507	0.00287507	0.00508	0.00287508	0.00509	0.00286509	0.00510	0.00285510	0.0511	0.002842073347
512	0.002832721899
513	0.002823141169
514	0.002814381093
515	0.002807218973
516	0.002799383034
517	0.002790892825
518	0.002782309969
519	0.002775629999
520	0.002767458957
521	0.002756608361
522	0.002750709095
523	0.002743785182
524	0.002736390593
525	0.002731139435
526	0.002720085482
527	0.002712065736
528	0.002703382795
529	0.002698576599
530	0.002676842684
531	0.002672591524
532	0.002668721791
533	0.002660661245
534	0.002653878853
535	0.002649331475
536	0.002639117725
537	0.002622586096
538	0.002617908884
539	0.002607336231
540	0.002601793531
541	0.002594167748
542	0.00258843104
543	0.002584413624
544	0.002576798679
545	0.002569894315
546	0.002563894539
547	0.002547	0.0026548	0.002548	0.002549	0.0025549	0.002550	0.0025550	0.002551	0.002551	0.0026552	0.002552	0.0026553	0.002553	0.0026554	0.002554	0.0025555	0.002555	0.0025556	0.002556	0.0025557	0.002557	0.0025558	0.002482474594
559	0.002477487991
560	0.002470644188
561	0.002467476323
562	0.002459740256
563	0.002563	0.0025564	0.002564	0.0025565	0.00565	0.00251566	0.002440035024
567	0.00243434209
568	0.002428099433
569	0.002421813853
570	0.002411200188
571	0.002404968156
572	0.002398490056
573	0.002388220845
574	0.0574	0.002461575	0.0575	0.002454576	0.576	0.0024495577	0.577	0.002444578	0.0578	0.002440579	0.0579	0.002435580	0.0580	0.0024581	0.002581	0.0024582	0.002582	0.0024583	0.002583	0.0024584	0.002584	0.0023585	0.002585	0.0023586	0.002586	0.0023587	0.002587	0.0023588	0.002588	0.0023589	0.00589	0.00236590	0.00590	0.00236591	0.00591	0.00235592	0.00592	0.00235593	0.593	0.0023506594	0.594	0.0023464595	0.595	0.0023413596	0.596	0.0023315597	0.597	0.0023246598	0.598	0.0023187599	0.599	0.0023137600	0.600	0.0023102601	0.601	0.0023047602	0602	0.0023006603	0.002216261763
604	0.002208252004
605	0.002202606456
606	0.002197760312
607	0.002193916715
608	0.002189386337
609	0.002182869138
6610	0.0022561032596611	0.0022514566276612	0.0022463466161613	0.0022419253161614	0.0022358998261615	0.0022316699661616	0.00222707273617	0.002152020494
618	0.002146261049
619	0.0021415543
620	0.002137764252
621	0.002133713687
622	0.002129009913
623	0.002123903676
624	0.002118579844
625	0.002114368633
626	0.002108936429
627	0.002103059687
628	0.002098683367
629	0.002093435821
630	0.002088142164
631	0.002084941788
632	0.002082321521
633	0.002079429048
634	0.002075083116
635	0.002072617332
636	0.002069537652
637	0.002064124148
638	0.002060354075
639	0.002057414854
640	0.002052771216
641	0.002046953761
642	0.002041003708
643	0.002036621864
644	0.002032352854
645	0.002027104883
646	0.002024172462
647	0.002020549009
648	0.002015315063
649	0.002008759614
650	0.002004381382
651	0.002002209903
652	0.001998091339
653653	0.002063404865654	0.00205967207655	0.001986091575
65656	0.0020505317665657	0.0020483357865658	0.0020452023565659	0.0020413695066660	0.0020391369266661	0.0020359327866662	0.0020321245366663	0.002030437664	664	0.0020262665	0.665	0.0020225666	0.666	0.0020192667	0.667	0.0020154668	0.668	0.0020116669	0.669	0.0020084670	0.670	0.0020060671	0.671	0.0020018672	0.672	0.0019987673	0.673	0.0019947674	0674	0.00198931675675	0.001985846676	676	0.00198202677	677	0.001977289678	678	0.001972867679	0.001889677396
680	680	0.001965044681	0.001883354417
682	0.001879537807
683	0.001876539938
684	0.001873051206
685	0.001870587335
68686	0.0019383856368687	0.00193450093688	0.001857906314
689	0.001855705936
690	0.001852091621
691	0.001849664936
692	0.001845818365
693	0.001842748248
694	0.001840596106
695	0.001836884043
696	0.001834149454
697	0.001831459914
698	0.001827034083
699	0.001825156696
700	0.001822356447
701	0.00182037005
702	0.001818164785
703	0.001814510308
704	0.001810461867
705	0.001807621031
706	0.001804432979
707	0.001801353512
70708	0.00186688079709	0.001793061986
710	0.001789650071
711	0.001786104286
712	0.001783000382
713	0.001780977967
7714	0.0018457586287715	0.0018435879377716	0.0018411202571717	0.0018387063671718	0.0018358291371719	0.0018313989572720	0.0018293666721721	0.0018273398722722	0.0018236418723723	0.001820783724	724	0.001816911725	725	0.0018144726	0.726	0.0018126727	0.727	0.0018101728	0.728	0.0018066729	0.729	0.0018046730	0.730	0.0018021731	0.731	0.0017995732	0.732	0.0017978733733	0.0017943568734	0.001722319772
735735	0.0017872289736736	0.0017851003737737	0.0017835313738738	0.001781793739	739	0.001778525740	740	0.001775964741	741	0.001773328742	742	0.001769690743	743	0.001766457744	744	0.00176321745	0745	0.00176006746	0746	0.00175661747	0747	0.00175471748748	0.0017504961749749	0.0017469517750750	0.0017418760751	0.001676887646
752752	0.0017367442753753	0.0017344283754754	0.0017305031755755	0.0017283590756	0.001663193133
757	0.001660923482
758	0.001658705573
759	0.001656059807
760	0.001652737352
761	0.001650239588
762	0.001647736299
763	0.001645614013
764764	0.001704111765	765	0.001702247766	766	0.001699528767	767	0.001696903768	0.001634191914
769	769	0.001691762770	770	0.001689814771	771	0.001687754772	772	0.001684907773	773	0.001682592774	774	0.001680492775	775	0.001677442776	776	0.001675598777	777	0.001673012778	778	0.001670536779	779	0.001668272780	780	0.001666147781	781	0.001663203782	782	0.001661527783	783	0.001659003784	784	0.001657290785	785	0.001655087786	786	0.001652837787	787	0.001650013788	788	0.001647940789	789	0.00164593790	0790	0.00164398791	791	0.00164222792	0792	0.00163906793	0793	0.00163718794	0794	0.00163490795	0795	0.00163325796	0796	0.00163100797	0797	0.00162896798	0798	0.00162671799	0799	0.00162433800	0800	0.00162177801	0801	0.00162037802	0802	0.00161869803	0803	0.00161660804	0804	0.00161473805	0805	0.00161171806	0806	0.00160907807	0807	0.00160711808	0808	0.00160498809	0809	0.00160370810	0810	0.00160161811	0811	0.00159998812	812	0.001596769813	813	0.001594863814	814	0.001591981815	815	0.001589718816	816	0.001588286817	817	0.001586215818	818	0.001583784819	819	0.001580868820	820	0.001578763821	821	0.001576300822	822	0.001573623823	823	0.00157177824	0824	0.00157024825	0825	0.0015687826	0.826	0.0015673827	0.827	0.0015655828	0.828	0.0015621829	0.829	0.001559830	0.0830	0.001557831	0.0831	0.001555832	0.0832	0.001553833	0.0833	0.001551834	0.0834	0.001549835	0.0835	0.001546836	0.0836	0.001543837	0.001485981193
838	0.0838	0.001539839	0.001483206549
840	0.0840	0.001536841	0.001479650139
842	0.0842	0.001533843	0.0843	0.001531844	0.0844	0.001530845	0.001471420767
846	0.0846	0.001526847	0.0847	0.001524848	0.0848	0.001522849	0.001463933637
850	0.001461602575
851	0.001460246224
852	0.001458991445
853	0.001457132545
854	0.001454717441
855	0.001452724564
856	0.001451141907
857	0.001449435896
858	0.001448065627
859	0.001446930695
860	0.001445715759
861	0.00144468803
862	0.001442000828
863	0.001440894582
864	0.001438636618
865	0.00143661176
866	0.001866	0.001867	0.0014867	0.001868	0.0014868	0.001869	0.0014869	0.001870	0.0014870	0.001871	0.001427177652
872	0.001425053134
873	0.001423537837
874	0.00142192575
875	0.001420479832
876	0.001418824714
877	0.001417641227
878	0.00141612455
879	0.00141499918
880	0.00141285405
881	0.001411297955
882	0.001410199572
883	0.001408151339
884	0.00140884	0.00885	0.00140885	0.00886	0.00140886	0.00887	0.00140887	0.00888	0.00140888	0.00889	0.00139889	0.00890	0.00139890	0.00891	0.00139891	0.00892	0.00139892	0.0893	0.001390261977
894	0.001388329767
895	0.00138895	0.00896	0.00138896	0.00897	0.001382293336
898	0.001380203029
899	0.001378942088
900	0.001377556201
901	0.001376116127
902	0.00137902	0.00903	0.00137328156
904	0.001372029543
905	0.001370597438
906	0.00136906	0.00907	0.00136907	0.00908	0.00136908	0.00909	0.0013909	0.00910	0.001361362756
911	0.00135911	0.00912	0.00135912	0.00913	0.00135913	0.00914	0.001355162066
915	0.00135389645
916	0.001352916	0.917	0.0013517917	0.918	0.001350380414
919	0.00134916909
920	0.001348081545
921	0.001347209468
922	0.001345588774
923	0.00134450516
924	0.0013429924	0.925	0.001340586553
926	0.001339698433
927	0.001338856849
928	0.001337398395
929	0.001335675279
930	0.001333930	0.0931	0.001332931	0.0932	0.001330724374
933	0.001328769321
934	0.00132934	0.00935	0.001326480651
936	0.00132936	0.00937	0.00132937	0.00938	0.001321410113
939	0.001320252019
940	0.001318562052
941	0.001316846798
942	0.001315840957
943	0.001313758194
944	0.001311936268
945	0.00131111774
946	0.001309746302
947	0.001308290504
948	0.001306816643
949	0.001304676507
950	0.001303864673
951	0.001302879974
952	0.001300914827
953	0.001299487609
954	0.001298137527
955	0.001296648048
956	0.001295376376
957	0.00129404
958	0.00129249081
959	0.001290872667
960	0.001289849613
961	0.001288596109
962	0.001287961389
963	0.001286584001
964	0.001284467452
965	0.001283512927
966	0.001282175913
967	0.001280731696
968	0.001279264954
969	0.001277892985
970	0.001276355801
971	0.001275212157
972	0.001273164562
973	0.00127185836
974	0.001270472791
975	0.001268995424
976	0.00126795994
977	0.00126694528
978	0.001266133233
979	0.001264834999
980	0.00126375999
981	0.001262815028
982	0.001261701452
983	0.001260747353
984	0.001259611677
985	0.001258455071
986	0.001257134525
987	0.001255082574
988	0.001253945836
989	0.001253027754
990	0.001251808356
991	0.001250082053
992	0.001248981651
993	0.001248199566
994	0.001246610427
995	0.001245366273
996	0.001243981661
997	0.001242978794
998	0.001241834618
999	0.001241013966
	0.001285277931
